miR Family	Gene Symbol
miR-25/32/92abc/363/363-3p/367	RAD18
miR-25/32/92abc/363/363-3p/367	RAD21
miR-25/32/92abc/363/363-3p/367	RAG1
miR-25/32/92abc/363/363-3p/367	RANBP9
miR-25/32/92abc/363/363-3p/367	RAP1A
miR-25/32/92abc/363/363-3p/367	RAP1B
miR-25/32/92abc/363/363-3p/367	RASSF2
miR-25/32/92abc/363/363-3p/367	RASSF3
miR-25/32/92abc/363/363-3p/367	RBBP6
miR-25/32/92abc/363/363-3p/367	RBFOX1
miR-25/32/92abc/363/363-3p/367	RBFOX2
miR-25/32/92abc/363/363-3p/367	RBL2
miR-25/32/92abc/363/363-3p/367	RBM15B
miR-25/32/92abc/363/363-3p/367	RBM27
miR-25/32/92abc/363/363-3p/367	RBM47
miR-25/32/92abc/363/363-3p/367	RBPMS2
miR-25/32/92abc/363/363-3p/367	RCOR1
miR-25/32/92abc/363/363-3p/367	RECK
miR-25/32/92abc/363/363-3p/367	REST
miR-25/32/92abc/363/363-3p/367	REV3L
miR-25/32/92abc/363/363-3p/367	REXO1
miR-25/32/92abc/363/363-3p/367	RFX1
miR-25/32/92abc/363/363-3p/367	RFX7
miR-25/32/92abc/363/363-3p/367	RGL1
miR-25/32/92abc/363/363-3p/367	RGS17
miR-25/32/92abc/363/363-3p/367	RGS3
miR-25/32/92abc/363/363-3p/367	RHPN2
miR-25/32/92abc/363/363-3p/367	RIMBP2
miR-25/32/92abc/363/363-3p/367	RIMS2
miR-25/32/92abc/363/363-3p/367	RNF10
miR-25/32/92abc/363/363-3p/367	RNF11
miR-25/32/92abc/363/363-3p/367	RNF141
miR-25/32/92abc/363/363-3p/367	RNF157
miR-25/32/92abc/363/363-3p/367	RNF165
miR-25/32/92abc/363/363-3p/367	RNF166
miR-25/32/92abc/363/363-3p/367	RNF180
miR-25/32/92abc/363/363-3p/367	RNF38
miR-25/32/92abc/363/363-3p/367	RNF4
miR-25/32/92abc/363/363-3p/367	RNF44
miR-25/32/92abc/363/363-3p/367	ROBO1
miR-25/32/92abc/363/363-3p/367	ROBO2
miR-25/32/92abc/363/363-3p/367	RORA
miR-25/32/92abc/363/363-3p/367	RPL15
miR-25/32/92abc/363/363-3p/367	RPS6KA4
miR-25/32/92abc/363/363-3p/367	RRBP1
miR-25/32/92abc/363/363-3p/367	RRN3
miR-25/32/92abc/363/363-3p/367	RSBN1
miR-25/32/92abc/363/363-3p/367	RUNX1T1
miR-25/32/92abc/363/363-3p/367	RYR3
miR-25/32/92abc/363/363-3p/367	S1PR1
miR-25/32/92abc/363/363-3p/367	SAP18
miR-25/32/92abc/363/363-3p/367	SAR1B
miR-25/32/92abc/363/363-3p/367	SATB2
miR-25/32/92abc/363/363-3p/367	SBK1
miR-25/32/92abc/363/363-3p/367	SBNO1
miR-25/32/92abc/363/363-3p/367	SCAF11
miR-25/32/92abc/363/363-3p/367	SCRG1
miR-25/32/92abc/363/363-3p/367	SCUBE3
miR-25/32/92abc/363/363-3p/367	SDC2
miR-25/32/92abc/363/363-3p/367	SDC3
miR-25/32/92abc/363/363-3p/367	SEC16A
miR-25/32/92abc/363/363-3p/367	SEC24C
miR-25/32/92abc/363/363-3p/367	SEC31B
miR-25/32/92abc/363/363-3p/367	SEL1L3
miR-25/32/92abc/363/363-3p/367	SELT
miR-25/32/92abc/363/363-3p/367	SEMA3A
miR-25/32/92abc/363/363-3p/367	SEMA6D
miR-25/32/92abc/363/363-3p/367	SERINC5
miR-25/32/92abc/363/363-3p/367	SERPINF1
miR-25/32/92abc/363/363-3p/367	SERTAD2
miR-25/32/92abc/363/363-3p/367	SERTAD3
miR-25/32/92abc/363/363-3p/367	SESN3
miR-25/32/92abc/363/363-3p/367	SESTD1
miR-25/32/92abc/363/363-3p/367	SETD1B
miR-25/32/92abc/363/363-3p/367	SETD5
miR-25/32/92abc/363/363-3p/367	SETD7
miR-25/32/92abc/363/363-3p/367	SFMBT2
miR-25/32/92abc/363/363-3p/367	SGCD
miR-25/32/92abc/363/363-3p/367	SGIP1
miR-25/32/92abc/363/363-3p/367	SGK1
miR-25/32/92abc/363/363-3p/367	SGK3
miR-25/32/92abc/363/363-3p/367	SH3D19
miR-25/32/92abc/363/363-3p/367	SH3GLB1
miR-25/32/92abc/363/363-3p/367	SH3PXD2A
miR-25/32/92abc/363/363-3p/367	SH3RF3
miR-25/32/92abc/363/363-3p/367	SHOX
miR-25/32/92abc/363/363-3p/367	SIK1
miR-25/32/92abc/363/363-3p/367	SIM2
miR-25/32/92abc/363/363-3p/367	SIRPA
miR-25/32/92abc/363/363-3p/367	SKI
miR-25/32/92abc/363/363-3p/367	SLC12A2
miR-25/32/92abc/363/363-3p/367	SLC12A5
miR-25/32/92abc/363/363-3p/367	SLC16A6
miR-25/32/92abc/363/363-3p/367	SLC17A6
miR-25/32/92abc/363/363-3p/367	SLC24A3
miR-25/32/92abc/363/363-3p/367	SLC24A4
miR-25/32/92abc/363/363-3p/367	SLC25A32
miR-25/32/92abc/363/363-3p/367	SLC25A36
miR-25/32/92abc/363/363-3p/367	SLC2A3
miR-25/32/92abc/363/363-3p/367	SLC30A7
miR-25/32/92abc/363/363-3p/367	SLC32A1
miR-25/32/92abc/363/363-3p/367	SLC37A3
miR-25/32/92abc/363/363-3p/367	SLC39A6
miR-25/32/92abc/363/363-3p/367	SLC41A1
miR-25/32/92abc/363/363-3p/367	SLC45A3
miR-25/32/92abc/363/363-3p/367	SLC4A10
miR-25/32/92abc/363/363-3p/367	SLC5A12
miR-25/32/92abc/363/363-3p/367	SLC6A1
miR-25/32/92abc/363/363-3p/367	SLC7A11
miR-25/32/92abc/363/363-3p/367	SLC9A1
miR-25/32/92abc/363/363-3p/367	SLC9A2
miR-25/32/92abc/363/363-3p/367	SLC9A3R2
miR-25/32/92abc/363/363-3p/367	SLX4
miR-25/32/92abc/363/363-3p/367	SMAD6
miR-25/32/92abc/363/363-3p/367	SMAD7
miR-25/32/92abc/363/363-3p/367	SMARCA5
miR-25/32/92abc/363/363-3p/367	SMCHD1
miR-25/32/92abc/363/363-3p/367	SMURF1
miR-25/32/92abc/363/363-3p/367	SNAI1
miR-25/32/92abc/363/363-3p/367	SNAP91
miR-25/32/92abc/363/363-3p/367	SNAPC1
miR-25/32/92abc/363/363-3p/367	SNN
miR-25/32/92abc/363/363-3p/367	SNX13
miR-25/32/92abc/363/363-3p/367	SNX25
miR-25/32/92abc/363/363-3p/367	SNX30
miR-25/32/92abc/363/363-3p/367	SOBP
miR-25/32/92abc/363/363-3p/367	SOCS6
miR-25/32/92abc/363/363-3p/367	SORCS3
miR-25/32/92abc/363/363-3p/367	SORL1
miR-25/32/92abc/363/363-3p/367	SOSTDC1
miR-25/32/92abc/363/363-3p/367	SOX11
miR-25/32/92abc/363/363-3p/367	SOX4
miR-25/32/92abc/363/363-3p/367	SP1
miR-25/32/92abc/363/363-3p/367	SPHK2
miR-25/32/92abc/363/363-3p/367	SPOCK2
miR-25/32/92abc/363/363-3p/367	SPRYD4
miR-25/32/92abc/363/363-3p/367	SPSB1
miR-25/32/92abc/363/363-3p/367	SPTBN4
miR-25/32/92abc/363/363-3p/367	SRPK2
miR-25/32/92abc/363/363-3p/367	SRPR
miR-25/32/92abc/363/363-3p/367	SRSF3
miR-25/32/92abc/363/363-3p/367	SSBP3
miR-25/32/92abc/363/363-3p/367	SSFA2
miR-25/32/92abc/363/363-3p/367	ST13
miR-25/32/92abc/363/363-3p/367	ST3GAL2
miR-25/32/92abc/363/363-3p/367	ST6GAL2
miR-25/32/92abc/363/363-3p/367	STAG2
miR-25/32/92abc/363/363-3p/367	STARD13
miR-25/32/92abc/363/363-3p/367	STIM2
miR-25/32/92abc/363/363-3p/367	STK39
miR-25/32/92abc/363/363-3p/367	STRN
miR-25/32/92abc/363/363-3p/367	STRN3
miR-25/32/92abc/363/363-3p/367	STX17
miR-25/32/92abc/363/363-3p/367	STXBP5L
miR-25/32/92abc/363/363-3p/367	STYX
miR-25/32/92abc/363/363-3p/367	SUDS3
miR-25/32/92abc/363/363-3p/367	SUN1
miR-25/32/92abc/363/363-3p/367	SUV420H1
miR-25/32/92abc/363/363-3p/367	SYN2
miR-25/32/92abc/363/363-3p/367	SYNDIG1
miR-25/32/92abc/363/363-3p/367	SYNJ1
miR-25/32/92abc/363/363-3p/367	SYT1
miR-25/32/92abc/363/363-3p/367	SYT2
miR-25/32/92abc/363/363-3p/367	TACC2
miR-25/32/92abc/363/363-3p/367	TAF1
miR-25/32/92abc/363/363-3p/367	TAF15
miR-25/32/92abc/363/363-3p/367	TAGAP
miR-25/32/92abc/363/363-3p/367	TBC1D12
miR-25/32/92abc/363/363-3p/367	TBC1D30
miR-25/32/92abc/363/363-3p/367	TBC1D8
miR-25/32/92abc/363/363-3p/367	TBL1XR1
miR-25/32/92abc/363/363-3p/367	TBX3
miR-25/32/92abc/363/363-3p/367	TCEB3
miR-25/32/92abc/363/363-3p/367	TCERG1L
miR-25/32/92abc/363/363-3p/367	TCF21
miR-25/32/92abc/363/363-3p/367	TCF4
miR-25/32/92abc/363/363-3p/367	TEAD1
miR-25/32/92abc/363/363-3p/367	TECPR2
miR-25/32/92abc/363/363-3p/367	TEF
miR-25/32/92abc/363/363-3p/367	TET2
miR-25/32/92abc/363/363-3p/367	TEX2
miR-25/32/92abc/363/363-3p/367	TFAP2A
miR-25/32/92abc/363/363-3p/367	TFAP2E
miR-25/32/92abc/363/363-3p/367	TFDP2
miR-25/32/92abc/363/363-3p/367	TGFB2
miR-25/32/92abc/363/363-3p/367	TGIF1
miR-25/32/92abc/363/363-3p/367	TIA1
miR-25/32/92abc/363/363-3p/367	TMC7
miR-25/32/92abc/363/363-3p/367	TMCC1
miR-25/32/92abc/363/363-3p/367	TMCC3
miR-25/32/92abc/363/363-3p/367	TMED5
miR-25/32/92abc/363/363-3p/367	TMEM125
miR-25/32/92abc/363/363-3p/367	TMEM143
miR-25/32/92abc/363/363-3p/367	TMEM184B
miR-25/32/92abc/363/363-3p/367	TMEM188
miR-25/32/92abc/363/363-3p/367	TMEM200B
miR-25/32/92abc/363/363-3p/367	TMEM229A
miR-25/32/92abc/363/363-3p/367	TMEM50B
miR-25/32/92abc/363/363-3p/367	TMEM87A
miR-25/32/92abc/363/363-3p/367	TMF1
miR-25/32/92abc/363/363-3p/367	TNPO1
miR-25/32/92abc/363/363-3p/367	TNRC6B
miR-25/32/92abc/363/363-3p/367	TOB1
miR-25/32/92abc/363/363-3p/367	TOB2
miR-25/32/92abc/363/363-3p/367	TOP1
miR-25/32/92abc/363/363-3p/367	TOR1AIP2
miR-25/32/92abc/363/363-3p/367	TOR1B
miR-25/32/92abc/363/363-3p/367	TP63
miR-25/32/92abc/363/363-3p/367	TPCN1
miR-25/32/92abc/363/363-3p/367	TPM4
miR-25/32/92abc/363/363-3p/367	TPPP
miR-25/32/92abc/363/363-3p/367	TRAF3
miR-25/32/92abc/363/363-3p/367	TRAK2
miR-25/32/92abc/363/363-3p/367	TRAM2
miR-25/32/92abc/363/363-3p/367	TRIM36
miR-25/32/92abc/363/363-3p/367	TRIO
miR-25/32/92abc/363/363-3p/367	TRPM7
miR-25/32/92abc/363/363-3p/367	TSC1
miR-25/32/92abc/363/363-3p/367	TSGA14
miR-25/32/92abc/363/363-3p/367	TTC14
miR-25/32/92abc/363/363-3p/367	TTC28
miR-25/32/92abc/363/363-3p/367	TTC9
miR-25/32/92abc/363/363-3p/367	TTPAL
miR-25/32/92abc/363/363-3p/367	TULP4
miR-25/32/92abc/363/363-3p/367	TWF1
miR-25/32/92abc/363/363-3p/367	TWIST1
miR-25/32/92abc/363/363-3p/367	UACA
miR-25/32/92abc/363/363-3p/367	UBASH3B
miR-25/32/92abc/363/363-3p/367	UBE2G1
miR-25/32/92abc/363/363-3p/367	UBE2W
miR-25/32/92abc/363/363-3p/367	UBE2Z
miR-25/32/92abc/363/363-3p/367	UBXN4
miR-25/32/92abc/363/363-3p/367	UGP2
miR-25/32/92abc/363/363-3p/367	UHRF1BP1
miR-25/32/92abc/363/363-3p/367	ULK1
miR-25/32/92abc/363/363-3p/367	UQCRB
miR-25/32/92abc/363/363-3p/367	USF2
miR-25/32/92abc/363/363-3p/367	USP28
miR-25/32/92abc/363/363-3p/367	USP44
miR-25/32/92abc/363/363-3p/367	USP45
miR-25/32/92abc/363/363-3p/367	UVRAG
miR-25/32/92abc/363/363-3p/367	VCL
miR-25/32/92abc/363/363-3p/367	VPS4B
miR-25/32/92abc/363/363-3p/367	VPS54
miR-25/32/92abc/363/363-3p/367	VWA5B2
miR-25/32/92abc/363/363-3p/367	WASL
miR-25/32/92abc/363/363-3p/367	WDFY3
miR-25/32/92abc/363/363-3p/367	WDR37
miR-25/32/92abc/363/363-3p/367	WDR81
miR-25/32/92abc/363/363-3p/367	WIPF1
miR-25/32/92abc/363/363-3p/367	WNT5A
miR-25/32/92abc/363/363-3p/367	WRNIP1
miR-25/32/92abc/363/363-3p/367	WWC1
miR-25/32/92abc/363/363-3p/367	WWP2
miR-25/32/92abc/363/363-3p/367	XBP1
miR-25/32/92abc/363/363-3p/367	XPNPEP3
miR-25/32/92abc/363/363-3p/367	XPR1
miR-25/32/92abc/363/363-3p/367	XRN1
miR-25/32/92abc/363/363-3p/367	XYLT2
miR-25/32/92abc/363/363-3p/367	ZAK
miR-25/32/92abc/363/363-3p/367	ZBTB34
miR-25/32/92abc/363/363-3p/367	ZBTB40
miR-25/32/92abc/363/363-3p/367	ZBTB46
miR-25/32/92abc/363/363-3p/367	ZC3H12B
miR-25/32/92abc/363/363-3p/367	ZC3H6
miR-25/32/92abc/363/363-3p/367	ZCCHC2
miR-25/32/92abc/363/363-3p/367	ZDHHC21
miR-25/32/92abc/363/363-3p/367	ZDHHC3
miR-25/32/92abc/363/363-3p/367	ZDHHC5
miR-25/32/92abc/363/363-3p/367	ZEB2
miR-25/32/92abc/363/363-3p/367	ZFC3H1
miR-25/32/92abc/363/363-3p/367	ZFHX3
miR-25/32/92abc/363/363-3p/367	ZFHX4
miR-25/32/92abc/363/363-3p/367	ZFPM2
miR-25/32/92abc/363/363-3p/367	ZFYVE21
miR-25/32/92abc/363/363-3p/367	ZNF148
miR-25/32/92abc/363/363-3p/367	ZNF238
miR-25/32/92abc/363/363-3p/367	ZNF287
miR-25/32/92abc/363/363-3p/367	ZNF385B
miR-25/32/92abc/363/363-3p/367	ZNF385D
miR-25/32/92abc/363/363-3p/367	ZNF469
miR-25/32/92abc/363/363-3p/367	ZNF512B
miR-25/32/92abc/363/363-3p/367	ZNF521
miR-25/32/92abc/363/363-3p/367	ZNF532
miR-25/32/92abc/363/363-3p/367	ZNF594
miR-25/32/92abc/363/363-3p/367	ZNF652
miR-25/32/92abc/363/363-3p/367	ZNF654
miR-25/32/92abc/363/363-3p/367	ZNF667
miR-25/32/92abc/363/363-3p/367	ZNHIT6
miR-26ab/1297/4465	A1CF
miR-26ab/1297/4465	AAK1
miR-26ab/1297/4465	ABCA1
miR-26ab/1297/4465	ABCC4
miR-26ab/1297/4465	ABHD2
miR-26ab/1297/4465	ABHD5
miR-26ab/1297/4465	ABI2
miR-26ab/1297/4465	ABL2
miR-26ab/1297/4465	ABR
miR-26ab/1297/4465	ACADSB
miR-26ab/1297/4465	ACAP2
miR-26ab/1297/4465	ACBD5
miR-26ab/1297/4465	ACER3
miR-26ab/1297/4465	ACPL2
miR-26ab/1297/4465	ACSL3
miR-26ab/1297/4465	ACSL4
miR-26ab/1297/4465	ACVR1C
miR-26ab/1297/4465	ACVR2B
miR-26ab/1297/4465	ADAM12
miR-26ab/1297/4465	ADAM19
miR-26ab/1297/4465	ADAM9
miR-26ab/1297/4465	ADAMTS18
miR-26ab/1297/4465	ADAMTS19
miR-26ab/1297/4465	ADAMTS6
miR-26ab/1297/4465	ADAT1
miR-26ab/1297/4465	ADM
miR-26ab/1297/4465	ADNP2
miR-26ab/1297/4465	ADRBK1
miR-26ab/1297/4465	ADRBK2
miR-26ab/1297/4465	AGFG1
miR-26ab/1297/4465	AGPAT5
miR-26ab/1297/4465	AGPS
miR-26ab/1297/4465	AKAP7
miR-26ab/1297/4465	ALDH5A1
miR-26ab/1297/4465	ALS2
miR-26ab/1297/4465	ALX4
miR-26ab/1297/4465	AMMECR1
miR-26ab/1297/4465	AMOT
miR-26ab/1297/4465	ANK2
miR-26ab/1297/4465	ANKIB1
miR-26ab/1297/4465	ANKRD11
miR-26ab/1297/4465	ANKRD50
miR-26ab/1297/4465	ANKRD52
miR-26ab/1297/4465	ANKS1A
miR-26ab/1297/4465	ANKS1B
miR-26ab/1297/4465	ANXA9
miR-26ab/1297/4465	AP1S3
miR-26ab/1297/4465	AP2B1
miR-26ab/1297/4465	APCDD1
miR-26ab/1297/4465	ARHGAP17
miR-26ab/1297/4465	ARHGAP21
miR-26ab/1297/4465	ARHGAP26
miR-26ab/1297/4465	ARHGAP29
miR-26ab/1297/4465	ARHGEF10
miR-26ab/1297/4465	ARHGEF12
miR-26ab/1297/4465	ARHGEF26
miR-26ab/1297/4465	ARHGEF3
miR-26ab/1297/4465	ARHGEF7
miR-26ab/1297/4465	ARID2
miR-26ab/1297/4465	ARID3A
miR-26ab/1297/4465	ARL4C
miR-26ab/1297/4465	ARL5B
miR-26ab/1297/4465	ARL6IP6
miR-26ab/1297/4465	ARMC1
miR-26ab/1297/4465	ARMCX2
miR-26ab/1297/4465	ARPP19
miR-26ab/1297/4465	ARPP21
miR-26ab/1297/4465	ASCL2
miR-26ab/1297/4465	ASGR2
miR-26ab/1297/4465	ASPN
miR-26ab/1297/4465	ATAD2B
miR-26ab/1297/4465	ATF2
miR-26ab/1297/4465	ATP10A
miR-26ab/1297/4465	ATP11C
miR-26ab/1297/4465	ATP1A2
miR-26ab/1297/4465	ATP9A
miR-26ab/1297/4465	ATPAF1
miR-26ab/1297/4465	ATXN7
miR-26ab/1297/4465	B3GNT5
miR-26ab/1297/4465	B4GALT1
miR-26ab/1297/4465	B4GALT4
miR-26ab/1297/4465	BAK1
miR-26ab/1297/4465	BAZ2B
miR-26ab/1297/4465	BBX
miR-26ab/1297/4465	BCAT1
miR-26ab/1297/4465	BCL11A
miR-26ab/1297/4465	BCL7B
miR-26ab/1297/4465	BCL9L
miR-26ab/1297/4465	BCR
miR-26ab/1297/4465	BFAR
miR-26ab/1297/4465	BHLHE22
miR-26ab/1297/4465	BHLHE40
miR-26ab/1297/4465	BHLHE41
miR-26ab/1297/4465	BICD2
miR-26ab/1297/4465	BID
miR-26ab/1297/4465	BLOC1S2
miR-26ab/1297/4465	BOD1
miR-26ab/1297/4465	BRAP
miR-26ab/1297/4465	BRWD1
miR-26ab/1297/4465	BRWD3
miR-26ab/1297/4465	BTBD7
miR-26ab/1297/4465	C10orf12
miR-26ab/1297/4465	C10orf137
miR-26ab/1297/4465	C11orf41
miR-26ab/1297/4465	C12orf35
miR-26ab/1297/4465	C12orf51
miR-26ab/1297/4465	C14orf101
miR-26ab/1297/4465	C16orf70
miR-26ab/1297/4465	C17orf103
miR-26ab/1297/4465	C18orf1
miR-26ab/1297/4465	C18orf25
miR-26ab/1297/4465	C1GALT1
miR-26ab/1297/4465	C20orf194
miR-26ab/1297/4465	C20orf24
miR-26ab/1297/4465	C22orf25
miR-26ab/1297/4465	C2CD2
miR-26ab/1297/4465	C2CD2L
miR-26ab/1297/4465	C3orf63
miR-26ab/1297/4465	C4orf43
miR-26ab/1297/4465	C4orf44
miR-26ab/1297/4465	C5orf41
miR-26ab/1297/4465	C6orf168
miR-26ab/1297/4465	C6orf170
miR-26ab/1297/4465	C6orf174
miR-26ab/1297/4465	C7orf42
miR-26ab/1297/4465	C7orf58
miR-26ab/1297/4465	C9orf40
miR-26ab/1297/4465	CACNA1C
miR-26ab/1297/4465	CACNB2
miR-26ab/1297/4465	CACNB4
miR-26ab/1297/4465	CALM1
miR-26ab/1297/4465	CAMKK2
miR-26ab/1297/4465	CAMSAP1
miR-26ab/1297/4465	CAPZB
miR-26ab/1297/4465	CARM1
miR-26ab/1297/4465	CASZ1
miR-26ab/1297/4465	CBLL1
miR-26ab/1297/4465	CCDC102B
miR-26ab/1297/4465	CCDC28A
miR-26ab/1297/4465	CCDC50
miR-26ab/1297/4465	CCDC6
miR-26ab/1297/4465	CCND1
miR-26ab/1297/4465	CCND2
miR-26ab/1297/4465	CCNJ
miR-26ab/1297/4465	CCNJL
miR-26ab/1297/4465	CCNL2
miR-26ab/1297/4465	CD200
miR-26ab/1297/4465	CDC42BPA
miR-26ab/1297/4465	CDC6
miR-26ab/1297/4465	CDH11
miR-26ab/1297/4465	CDH2
miR-26ab/1297/4465	CDH4
miR-26ab/1297/4465	CDH6
miR-26ab/1297/4465	CDK13
miR-26ab/1297/4465	CDK14
miR-26ab/1297/4465	CDK2AP1
miR-26ab/1297/4465	CDK5R1
miR-26ab/1297/4465	CDK6
miR-26ab/1297/4465	CDK8
miR-26ab/1297/4465	CDKN1C
miR-26ab/1297/4465	CDR2L
miR-26ab/1297/4465	CDV3
miR-26ab/1297/4465	CEBPG
miR-26ab/1297/4465	CELF1
miR-26ab/1297/4465	CELF2
miR-26ab/1297/4465	CELSR1
miR-26ab/1297/4465	CEP350
miR-26ab/1297/4465	CEP68
miR-26ab/1297/4465	CHAC1
miR-26ab/1297/4465	CHAF1A
miR-26ab/1297/4465	CHD1
miR-26ab/1297/4465	CHD5
miR-26ab/1297/4465	CHFR
miR-26ab/1297/4465	CHIC1
miR-26ab/1297/4465	CHORDC1
miR-26ab/1297/4465	CHST3
miR-26ab/1297/4465	CHSY1
miR-26ab/1297/4465	CILP
miR-26ab/1297/4465	CISD2
miR-26ab/1297/4465	CKS2
miR-26ab/1297/4465	CLASP2
miR-26ab/1297/4465	CLIC4
miR-26ab/1297/4465	CMTM4
miR-26ab/1297/4465	CNPY1
miR-26ab/1297/4465	CNR1
miR-26ab/1297/4465	CNTN3
miR-26ab/1297/4465	COIL
miR-26ab/1297/4465	COL10A1
miR-26ab/1297/4465	COL11A1
miR-26ab/1297/4465	COL19A1
miR-26ab/1297/4465	COL1A2
miR-26ab/1297/4465	COL22A1
miR-26ab/1297/4465	COL4A3
miR-26ab/1297/4465	COL5A1
miR-26ab/1297/4465	COL8A2
miR-26ab/1297/4465	COMMD8
miR-26ab/1297/4465	COPS2
miR-26ab/1297/4465	COPS6
miR-26ab/1297/4465	COPS7B
miR-26ab/1297/4465	CORO1C
miR-26ab/1297/4465	CORO2A
miR-26ab/1297/4465	COX4I1
miR-26ab/1297/4465	COX5A
miR-26ab/1297/4465	CPEB2
miR-26ab/1297/4465	CPEB3
miR-26ab/1297/4465	CPEB4
miR-26ab/1297/4465	CPM
miR-26ab/1297/4465	CPSF2
miR-26ab/1297/4465	CRAMP1L
miR-26ab/1297/4465	CREB1
miR-26ab/1297/4465	CREBBP
miR-26ab/1297/4465	CREBL2
miR-26ab/1297/4465	CREBZF
miR-26ab/1297/4465	CRLF3
miR-26ab/1297/4465	CSNK1G1
miR-26ab/1297/4465	CTDSP2
miR-26ab/1297/4465	CTGF
miR-26ab/1297/4465	CTH
miR-26ab/1297/4465	CTNNBIP1
miR-26ab/1297/4465	CTNND2
miR-26ab/1297/4465	CTSL2
miR-26ab/1297/4465	CTTNBP2NL
miR-26ab/1297/4465	CUL3
miR-26ab/1297/4465	CXADR
miR-26ab/1297/4465	CXorf1
miR-26ab/1297/4465	CXorf23
miR-26ab/1297/4465	CXorf41
miR-26ab/1297/4465	DAB2
miR-26ab/1297/4465	DAPK1
miR-26ab/1297/4465	DBR1
miR-26ab/1297/4465	DCAF7
miR-26ab/1297/4465	DCBLD2
miR-26ab/1297/4465	DCDC2
miR-26ab/1297/4465	DCUN1D3
miR-26ab/1297/4465	DCUN1D5
miR-26ab/1297/4465	DDX17
miR-26ab/1297/4465	DDX3X
miR-26ab/1297/4465	DDX52
miR-26ab/1297/4465	DDX55
miR-26ab/1297/4465	DENND1B
miR-26ab/1297/4465	DENND5B
miR-26ab/1297/4465	DEPDC1
miR-26ab/1297/4465	DEPDC1B
miR-26ab/1297/4465	DFFB
miR-26ab/1297/4465	DGKB
miR-26ab/1297/4465	DIDO1
miR-26ab/1297/4465	DLG4
miR-26ab/1297/4465	DLG5
miR-26ab/1297/4465	DLGAP2
miR-26ab/1297/4465	DMRT3
miR-26ab/1297/4465	DMXL1
miR-26ab/1297/4465	DNA2
miR-26ab/1297/4465	DNAJA2
miR-26ab/1297/4465	DNAJB5
miR-26ab/1297/4465	DNAJC21
miR-26ab/1297/4465	DNAJC24
miR-26ab/1297/4465	DNM1L
miR-26ab/1297/4465	DNMT3B
miR-26ab/1297/4465	DOCK4
miR-26ab/1297/4465	DRAM1
miR-26ab/1297/4465	DSC2
miR-26ab/1297/4465	DSCR6
miR-26ab/1297/4465	DUSP4
miR-26ab/1297/4465	DUSP5
miR-26ab/1297/4465	DYRK1A
miR-26ab/1297/4465	E2F2
miR-26ab/1297/4465	E2F7
miR-26ab/1297/4465	EAF1
miR-26ab/1297/4465	EHD1
miR-26ab/1297/4465	EIF2AK1
miR-26ab/1297/4465	EIF2C1
miR-26ab/1297/4465	EIF2S1
miR-26ab/1297/4465	EIF3A
miR-26ab/1297/4465	EIF4EBP2
miR-26ab/1297/4465	EIF4G2
miR-26ab/1297/4465	EIF5
miR-26ab/1297/4465	ELAVL2
miR-26ab/1297/4465	ELAVL3
miR-26ab/1297/4465	ENC1
miR-26ab/1297/4465	ENPEP
miR-26ab/1297/4465	ENTPD7
miR-26ab/1297/4465	EP400
miR-26ab/1297/4465	EPB41L3
miR-26ab/1297/4465	EPC2
miR-26ab/1297/4465	EPG5
miR-26ab/1297/4465	EPHA2
miR-26ab/1297/4465	EPHA5
miR-26ab/1297/4465	EPHA7
miR-26ab/1297/4465	EPS15
miR-26ab/1297/4465	ERAS
miR-26ab/1297/4465	ERC2
miR-26ab/1297/4465	ERLIN1
miR-26ab/1297/4465	ERMP1
miR-26ab/1297/4465	ERO1LB
miR-26ab/1297/4465	ERP44
miR-26ab/1297/4465	ESAM
miR-26ab/1297/4465	ESR1
miR-26ab/1297/4465	ESRP1
miR-26ab/1297/4465	ETNK1
miR-26ab/1297/4465	EYA3
miR-26ab/1297/4465	EZH2
miR-26ab/1297/4465	FA2H
miR-26ab/1297/4465	FAIM
miR-26ab/1297/4465	FAM104A
miR-26ab/1297/4465	FAM110B
miR-26ab/1297/4465	FAM118A
miR-26ab/1297/4465	FAM118B
miR-26ab/1297/4465	FAM136A
miR-26ab/1297/4465	FAM160A1
miR-26ab/1297/4465	FAM172A
miR-26ab/1297/4465	FAM178A
miR-26ab/1297/4465	FAM190B
miR-26ab/1297/4465	FAM199X
miR-26ab/1297/4465	FAM20C
miR-26ab/1297/4465	FAM45A
miR-26ab/1297/4465	FAM46C
miR-26ab/1297/4465	FAM49B
miR-26ab/1297/4465	FAM53A
miR-26ab/1297/4465	FAM55C
miR-26ab/1297/4465	FAM70A
miR-26ab/1297/4465	FAM71F1
miR-26ab/1297/4465	FAM8A1
miR-26ab/1297/4465	FAM98A
miR-26ab/1297/4465	FAM98B
miR-26ab/1297/4465	FBXL19
miR-26ab/1297/4465	FBXO11
miR-26ab/1297/4465	FBXO28
miR-26ab/1297/4465	FBXO45
miR-26ab/1297/4465	FBXW2
miR-26ab/1297/4465	FGD1
miR-26ab/1297/4465	FGF9
miR-26ab/1297/4465	FGFR1OP2
miR-26ab/1297/4465	FKBP3
miR-26ab/1297/4465	FLVCR1
miR-26ab/1297/4465	FNIP1
miR-26ab/1297/4465	FOXJ3
miR-26ab/1297/4465	FOXP2
miR-26ab/1297/4465	FPGT
miR-26ab/1297/4465	FRAT1
miR-26ab/1297/4465	FRAT2
miR-26ab/1297/4465	FRMD4B
