miR Family	Gene Symbol
let-7/98/4458/4500	PPAPDC2
let-7/98/4458/4500	PPARA
let-7/98/4458/4500	PPARGC1A
let-7/98/4458/4500	PPARGC1B
let-7/98/4458/4500	PPM1F
let-7/98/4458/4500	PPME1
let-7/98/4458/4500	PPP1R15B
let-7/98/4458/4500	PPP1R16B
let-7/98/4458/4500	PPP2R2A
let-7/98/4458/4500	PPT2
let-7/98/4458/4500	PPTC7
let-7/98/4458/4500	PQLC2
let-7/98/4458/4500	PRDM1
let-7/98/4458/4500	PRDM2
let-7/98/4458/4500	PRKAA2
let-7/98/4458/4500	PRKAB2
let-7/98/4458/4500	PRPF38B
let-7/98/4458/4500	PRR14L
let-7/98/4458/4500	PRR18
let-7/98/4458/4500	PRRX1
let-7/98/4458/4500	PRSS12
let-7/98/4458/4500	PRSS22
let-7/98/4458/4500	PRTG
let-7/98/4458/4500	PSD3
let-7/98/4458/4500	PSORS1C2
let-7/98/4458/4500	PTAFR
let-7/98/4458/4500	PTAR1
let-7/98/4458/4500	PTP4A2
let-7/98/4458/4500	PTPRD
let-7/98/4458/4500	PTPRO
let-7/98/4458/4500	PTPRU
let-7/98/4458/4500	PURB
let-7/98/4458/4500	PXDN
let-7/98/4458/4500	PXT1
let-7/98/4458/4500	PYGO2
let-7/98/4458/4500	QARS
let-7/98/4458/4500	RAB11FIP4
let-7/98/4458/4500	RAB15
let-7/98/4458/4500	RAB22A
let-7/98/4458/4500	RAB3GAP2
let-7/98/4458/4500	RAB40C
let-7/98/4458/4500	RAB6B
let-7/98/4458/4500	RAB8B
let-7/98/4458/4500	RAG1
let-7/98/4458/4500	RALB
let-7/98/4458/4500	RALGPS1
let-7/98/4458/4500	RANBP2
let-7/98/4458/4500	RASGRP1
let-7/98/4458/4500	RASL10B
let-7/98/4458/4500	RB1
let-7/98/4458/4500	RBFOX1
let-7/98/4458/4500	RBFOX2
let-7/98/4458/4500	RBM38
let-7/98/4458/4500	RBMS1
let-7/98/4458/4500	RBMS2
let-7/98/4458/4500	RCN1
let-7/98/4458/4500	RDH10
let-7/98/4458/4500	RDH13
let-7/98/4458/4500	RDX
let-7/98/4458/4500	RFX6
let-7/98/4458/4500	RGAG1
let-7/98/4458/4500	RGS16
let-7/98/4458/4500	RGS6
let-7/98/4458/4500	RICTOR
let-7/98/4458/4500	RIMKLA
let-7/98/4458/4500	RIMS3
let-7/98/4458/4500	RIOK3
let-7/98/4458/4500	RNF165
let-7/98/4458/4500	RNF170
let-7/98/4458/4500	RNF20
let-7/98/4458/4500	RNF38
let-7/98/4458/4500	RNF39
let-7/98/4458/4500	RNF44
let-7/98/4458/4500	RNF5
let-7/98/4458/4500	RNF7
let-7/98/4458/4500	RNF8
let-7/98/4458/4500	RNMT
let-7/98/4458/4500	RORC
let-7/98/4458/4500	RPS6KA3
let-7/98/4458/4500	RPUSD3
let-7/98/4458/4500	RRAGD
let-7/98/4458/4500	RRM2
let-7/98/4458/4500	RRP1B
let-7/98/4458/4500	RSPO2
let-7/98/4458/4500	RTCD1
let-7/98/4458/4500	RTKN
let-7/98/4458/4500	RUFY2
let-7/98/4458/4500	RUFY3
let-7/98/4458/4500	RUNX1T1
let-7/98/4458/4500	S100A8
let-7/98/4458/4500	SAMD12
let-7/98/4458/4500	SAP30L
let-7/98/4458/4500	SASS6
let-7/98/4458/4500	SBK1
let-7/98/4458/4500	SBNO1
let-7/98/4458/4500	SCAI
let-7/98/4458/4500	SCARA3
let-7/98/4458/4500	SCD
let-7/98/4458/4500	SCN11A
let-7/98/4458/4500	SCN4B
let-7/98/4458/4500	SCN5A
let-7/98/4458/4500	SCRT2
let-7/98/4458/4500	SCUBE3
let-7/98/4458/4500	SCYL3
let-7/98/4458/4500	SDK1
let-7/98/4458/4500	SEC14L1
let-7/98/4458/4500	SEC14L5
let-7/98/4458/4500	SEC24C
let-7/98/4458/4500	SEC31B
let-7/98/4458/4500	SECISBP2L
let-7/98/4458/4500	SEMA3F
let-7/98/4458/4500	SEMA4C
let-7/98/4458/4500	SEMA4F
let-7/98/4458/4500	SEMA4G
let-7/98/4458/4500	SENP2
let-7/98/4458/4500	SENP5
let-7/98/4458/4500	SERF2
let-7/98/4458/4500	SESTD1
let-7/98/4458/4500	SFMBT1
let-7/98/4458/4500	SFT2D3
let-7/98/4458/4500	SGCD
let-7/98/4458/4500	SH2B3
let-7/98/4458/4500	SH3RF3
let-7/98/4458/4500	SHOX
let-7/98/4458/4500	SIM2
let-7/98/4458/4500	SLAMF6
let-7/98/4458/4500	SLC10A7
let-7/98/4458/4500	SLC12A9
let-7/98/4458/4500	SLC15A1
let-7/98/4458/4500	SLC16A10
let-7/98/4458/4500	SLC16A14
let-7/98/4458/4500	SLC16A9
let-7/98/4458/4500	SLC19A3
let-7/98/4458/4500	SLC1A4
let-7/98/4458/4500	SLC20A1
let-7/98/4458/4500	SLC22A23
let-7/98/4458/4500	SLC24A6
let-7/98/4458/4500	SLC25A18
let-7/98/4458/4500	SLC25A24
let-7/98/4458/4500	SLC25A27
let-7/98/4458/4500	SLC25A4
let-7/98/4458/4500	SLC2A12
let-7/98/4458/4500	SLC30A4
let-7/98/4458/4500	SLC30A6
let-7/98/4458/4500	SLC30A7
let-7/98/4458/4500	SLC31A1
let-7/98/4458/4500	SLC31A2
let-7/98/4458/4500	SLC35C1
let-7/98/4458/4500	SLC35D2
let-7/98/4458/4500	SLC37A4
let-7/98/4458/4500	SLC38A1
let-7/98/4458/4500	SLC38A9
let-7/98/4458/4500	SLC45A4
let-7/98/4458/4500	SLC46A3
let-7/98/4458/4500	SLC4A4
let-7/98/4458/4500	SLC4A7
let-7/98/4458/4500	SLC5A6
let-7/98/4458/4500	SLC5A9
let-7/98/4458/4500	SLC6A1
let-7/98/4458/4500	SLC6A15
let-7/98/4458/4500	SLC7A14
let-7/98/4458/4500	SLC8A2
let-7/98/4458/4500	SLC9A9
let-7/98/4458/4500	SLCO5A1
let-7/98/4458/4500	SMAD2
let-7/98/4458/4500	SMAP2
let-7/98/4458/4500	SMARCAD1
let-7/98/4458/4500	SMARCC1
let-7/98/4458/4500	SMC1A
let-7/98/4458/4500	SMCR7L
let-7/98/4458/4500	SMCR8
let-7/98/4458/4500	SMUG1
let-7/98/4458/4500	SNAI3
let-7/98/4458/4500	SNAP23
let-7/98/4458/4500	SNN
let-7/98/4458/4500	SNX1
let-7/98/4458/4500	SNX16
let-7/98/4458/4500	SNX30
let-7/98/4458/4500	SNX5
let-7/98/4458/4500	SNX6
let-7/98/4458/4500	SOCS4
let-7/98/4458/4500	SOCS7
let-7/98/4458/4500	SOST
let-7/98/4458/4500	SOX13
let-7/98/4458/4500	SOX6
let-7/98/4458/4500	SP8
let-7/98/4458/4500	SPATA13
let-7/98/4458/4500	SPATA2
let-7/98/4458/4500	SPCS3
let-7/98/4458/4500	SPEG
let-7/98/4458/4500	SPIRE1
let-7/98/4458/4500	SPRYD4
let-7/98/4458/4500	SPTBN4
let-7/98/4458/4500	SRD5A3
let-7/98/4458/4500	SREK1
let-7/98/4458/4500	SREK1IP1
let-7/98/4458/4500	SRGAP1
let-7/98/4458/4500	SRGAP3
let-7/98/4458/4500	SRRM4
let-7/98/4458/4500	SSH1
let-7/98/4458/4500	ST3GAL1
let-7/98/4458/4500	ST6GAL1
let-7/98/4458/4500	ST8SIA1
let-7/98/4458/4500	STAB2
let-7/98/4458/4500	STARD13
let-7/98/4458/4500	STARD3NL
let-7/98/4458/4500	STARD9
let-7/98/4458/4500	STEAP3
let-7/98/4458/4500	STK24
let-7/98/4458/4500	STK40
let-7/98/4458/4500	STRBP
let-7/98/4458/4500	STRN
let-7/98/4458/4500	STX17
let-7/98/4458/4500	STX3
let-7/98/4458/4500	STX6
let-7/98/4458/4500	STXBP5
let-7/98/4458/4500	STYK1
let-7/98/4458/4500	STYX
let-7/98/4458/4500	SUB1
let-7/98/4458/4500	SUCLG2
let-7/98/4458/4500	SULF1
let-7/98/4458/4500	SULF2
let-7/98/4458/4500	SURF4
let-7/98/4458/4500	SWT1
let-7/98/4458/4500	SYNC
let-7/98/4458/4500	SYNCRIP
let-7/98/4458/4500	SYNJ2BP
let-7/98/4458/4500	SYT1
let-7/98/4458/4500	SYT11
let-7/98/4458/4500	SYT2
let-7/98/4458/4500	SYT7
let-7/98/4458/4500	TAB2
let-7/98/4458/4500	TAF7L
let-7/98/4458/4500	TAF9B
let-7/98/4458/4500	TAOK1
let-7/98/4458/4500	TARBP2
let-7/98/4458/4500	TBKBP1
let-7/98/4458/4500	TBX5
let-7/98/4458/4500	TCF7L1
let-7/98/4458/4500	TCTA
let-7/98/4458/4500	TEAD3
let-7/98/4458/4500	TECPR2
let-7/98/4458/4500	TES
let-7/98/4458/4500	TET2
let-7/98/4458/4500	TET3
let-7/98/4458/4500	TEX261
let-7/98/4458/4500	TGDS
let-7/98/4458/4500	TGFBR1
let-7/98/4458/4500	TGFBR3
let-7/98/4458/4500	THAP2
let-7/98/4458/4500	THAP6
let-7/98/4458/4500	THAP9
let-7/98/4458/4500	THBS1
let-7/98/4458/4500	THOC2
let-7/98/4458/4500	THRSP
let-7/98/4458/4500	THSD4
let-7/98/4458/4500	TIA1
let-7/98/4458/4500	TIMM17B
let-7/98/4458/4500	TLR5
let-7/98/4458/4500	TMC7
let-7/98/4458/4500	TMED5
let-7/98/4458/4500	TMEM110
let-7/98/4458/4500	TMEM135
let-7/98/4458/4500	TMEM143
let-7/98/4458/4500	TMEM177
let-7/98/4458/4500	TMEM194A
let-7/98/4458/4500	TMEM2
let-7/98/4458/4500	TMEM231
let-7/98/4458/4500	TMEM234
let-7/98/4458/4500	TMEM26
let-7/98/4458/4500	TMEM41A
let-7/98/4458/4500	TMEM65
let-7/98/4458/4500	TMOD2
let-7/98/4458/4500	TMPO
let-7/98/4458/4500	TMPPE
let-7/98/4458/4500	TMPRSS2
let-7/98/4458/4500	TMTC3
let-7/98/4458/4500	TNFAIP3
let-7/98/4458/4500	TNFAIP8L3
let-7/98/4458/4500	TNFRSF1B
let-7/98/4458/4500	TNFSF9
let-7/98/4458/4500	TOB2
let-7/98/4458/4500	TOR1AIP2
let-7/98/4458/4500	TP53
let-7/98/4458/4500	TPP1
let-7/98/4458/4500	TRABD
let-7/98/4458/4500	TRAM2
let-7/98/4458/4500	TRANK1
let-7/98/4458/4500	TRAPPC1
let-7/98/4458/4500	TREML2
let-7/98/4458/4500	TRHDE
let-7/98/4458/4500	TRIB1
let-7/98/4458/4500	TRIB2
let-7/98/4458/4500	TRIM41
let-7/98/4458/4500	TRIM67
let-7/98/4458/4500	TRIM68
let-7/98/4458/4500	TRIM71
let-7/98/4458/4500	TRIOBP
let-7/98/4458/4500	TRMT1L
let-7/98/4458/4500	TRPM6
let-7/98/4458/4500	TSC1
let-7/98/4458/4500	TSC22D2
let-7/98/4458/4500	TSPAN18
let-7/98/4458/4500	TSPAN2
let-7/98/4458/4500	TSPAN5
let-7/98/4458/4500	TSPEAR
let-7/98/4458/4500	TSPYL5
let-7/98/4458/4500	TTC31
let-7/98/4458/4500	TTC39C
let-7/98/4458/4500	TTL
let-7/98/4458/4500	TTLL4
let-7/98/4458/4500	TTLL6
let-7/98/4458/4500	TUSC2
let-7/98/4458/4500	TXLNA
let-7/98/4458/4500	TXLNG
let-7/98/4458/4500	TXN2
let-7/98/4458/4500	UBE2G2
let-7/98/4458/4500	UBFD1
let-7/98/4458/4500	UBN2
let-7/98/4458/4500	UBXN4
let-7/98/4458/4500	UCHL5
let-7/98/4458/4500	UFM1
let-7/98/4458/4500	UGGT1
let-7/98/4458/4500	UHRF1
let-7/98/4458/4500	UHRF1BP1
let-7/98/4458/4500	UHRF2
let-7/98/4458/4500	ULK2
let-7/98/4458/4500	UNC13B
let-7/98/4458/4500	UNC5A
let-7/98/4458/4500	USP12
let-7/98/4458/4500	USP20
let-7/98/4458/4500	USP21
let-7/98/4458/4500	USP24
let-7/98/4458/4500	USP32
let-7/98/4458/4500	USP38
let-7/98/4458/4500	USP44
let-7/98/4458/4500	USP47
let-7/98/4458/4500	USP6
let-7/98/4458/4500	UTP15
let-7/98/4458/4500	UTRN
let-7/98/4458/4500	VANGL2
let-7/98/4458/4500	VASH2
let-7/98/4458/4500	VAV3
let-7/98/4458/4500	VCPIP1
let-7/98/4458/4500	VGLL3
let-7/98/4458/4500	VPS26B
let-7/98/4458/4500	VSNL1
let-7/98/4458/4500	WARS2
let-7/98/4458/4500	WASL
let-7/98/4458/4500	WDR37
let-7/98/4458/4500	WIPI2
let-7/98/4458/4500	WNK3
let-7/98/4458/4500	WNT1
let-7/98/4458/4500	XK
let-7/98/4458/4500	XKR8
let-7/98/4458/4500	XRN1
let-7/98/4458/4500	XYLT1
let-7/98/4458/4500	YAF2
let-7/98/4458/4500	YIPF1
let-7/98/4458/4500	YOD1
let-7/98/4458/4500	YPEL2
let-7/98/4458/4500	YTHDF3
let-7/98/4458/4500	ZBTB10
let-7/98/4458/4500	ZBTB39
let-7/98/4458/4500	ZBTB5
let-7/98/4458/4500	ZC3H3
let-7/98/4458/4500	ZCCHC3
let-7/98/4458/4500	ZFYVE16
let-7/98/4458/4500	ZFYVE26
let-7/98/4458/4500	ZKSCAN5
let-7/98/4458/4500	ZMAT3
let-7/98/4458/4500	ZNF197
let-7/98/4458/4500	ZNF200
let-7/98/4458/4500	ZNF202
let-7/98/4458/4500	ZNF24
let-7/98/4458/4500	ZNF275
let-7/98/4458/4500	ZNF280B
let-7/98/4458/4500	ZNF282
let-7/98/4458/4500	ZNF322A
let-7/98/4458/4500	ZNF341
let-7/98/4458/4500	ZNF347
let-7/98/4458/4500	ZNF354A
let-7/98/4458/4500	ZNF362
let-7/98/4458/4500	ZNF473
let-7/98/4458/4500	ZNF512B
let-7/98/4458/4500	ZNF516
let-7/98/4458/4500	ZNF518B
let-7/98/4458/4500	ZNF566
let-7/98/4458/4500	ZNF583
let-7/98/4458/4500	ZNF641
let-7/98/4458/4500	ZNF644
let-7/98/4458/4500	ZNF652
let-7/98/4458/4500	ZNF662
let-7/98/4458/4500	ZNF689
let-7/98/4458/4500	ZNF697
let-7/98/4458/4500	ZNF710
let-7/98/4458/4500	ZNF740
let-7/98/4458/4500	ZNF784
let-7/98/4458/4500	ZNF81
let-7/98/4458/4500	ZNF879
let-7/98/4458/4500	ZPLD1
let-7/98/4458/4500	ZSWIM4
let-7/98/4458/4500	ZSWIM5
miR-101/101ab	ABCA1
miR-101/101ab	ABLIM3
miR-101/101ab	ABTB2
miR-101/101ab	ACCN2
miR-101/101ab	ACSL4
miR-101/101ab	ACVR1C
miR-101/101ab	ACVR2B
miR-101/101ab	ADAM12
miR-101/101ab	ADAM19
miR-101/101ab	ADAMTS10
miR-101/101ab	ADAMTS17
miR-101/101ab	ADAMTS19
miR-101/101ab	ADAMTSL3
miR-101/101ab	ADARB2
miR-101/101ab	ADCY5
miR-101/101ab	ADCY6
miR-101/101ab	ADRB1
miR-101/101ab	AEBP2
miR-101/101ab	AFAP1
miR-101/101ab	AFF4
miR-101/101ab	AGFG1
miR-101/101ab	AGPAT3
miR-101/101ab	AGPS
miR-101/101ab	AJAP1
miR-101/101ab	AKT3
miR-101/101ab	ALDH1A3
miR-101/101ab	AMMECR1
miR-101/101ab	ANGPTL2
miR-101/101ab	ANK3
miR-101/101ab	ANKH
miR-101/101ab	ANKRD11
miR-101/101ab	ANKRD12
miR-101/101ab	ANKRD17
miR-101/101ab	ANKRD28
miR-101/101ab	ANKRD44
miR-101/101ab	ANKRD50
miR-101/101ab	ANKRD52
miR-101/101ab	ANKS1A
miR-101/101ab	ANKZF1
miR-101/101ab	ANTXR2
miR-101/101ab	ANXA2
miR-101/101ab	AP1S3
miR-101/101ab	AP3S1
miR-101/101ab	APBA2
miR-101/101ab	APLP2
miR-101/101ab	APP
miR-101/101ab	APPBP2
miR-101/101ab	APPL1
miR-101/101ab	ARAP2
miR-101/101ab	ARHGAP1
miR-101/101ab	ARHGAP26
miR-101/101ab	ARHGAP28
miR-101/101ab	ARHGAP32
miR-101/101ab	ARHGEF3
miR-101/101ab	ARID1A
miR-101/101ab	ARID2
miR-101/101ab	ARID4B
miR-101/101ab	ARID5B
miR-101/101ab	ARSJ
miR-101/101ab	ASAP1
miR-101/101ab	ASAP2
miR-101/101ab	ASH1L
miR-101/101ab	ASPN
miR-101/101ab	ATAD2B
miR-101/101ab	ATG4D
miR-101/101ab	ATP1B1
miR-101/101ab	ATP1B2
miR-101/101ab	ATP2B2
miR-101/101ab	ATP2C1
miR-101/101ab	ATP5G2
miR-101/101ab	ATP6V1A
miR-101/101ab	ATP8A1
miR-101/101ab	ATRX
miR-101/101ab	ATXN1
miR-101/101ab	ATXN1L
miR-101/101ab	AXIN2
miR-101/101ab	BACH1
miR-101/101ab	BACH2
miR-101/101ab	BAIAP2
miR-101/101ab	BAZ2A
miR-101/101ab	BAZ2B
miR-101/101ab	BBC3
miR-101/101ab	BBX
miR-101/101ab	BCAS3
miR-101/101ab	BCL11B
miR-101/101ab	BCL2L11
miR-101/101ab	BCL9
miR-101/101ab	BCL9L
miR-101/101ab	BDP1
miR-101/101ab	BEAN1
miR-101/101ab	BEGAIN
miR-101/101ab	BEND4
miR-101/101ab	BICD2
miR-101/101ab	BMPR1B
miR-101/101ab	BRD3
miR-101/101ab	BRD8
miR-101/101ab	BRPF1
miR-101/101ab	BRSK2
miR-101/101ab	BTBD3
miR-101/101ab	BZW1
miR-101/101ab	C10orf118
miR-101/101ab	C10orf12
miR-101/101ab	C10orf88
miR-101/101ab	C11orf30
miR-101/101ab	C12orf34
miR-101/101ab	C12orf5
miR-101/101ab	C13orf23
miR-101/101ab	C15orf24
miR-101/101ab	C16orf72
miR-101/101ab	C17orf39
miR-101/101ab	C17orf63
miR-101/101ab	C18orf1
miR-101/101ab	C18orf62
miR-101/101ab	C19orf73
miR-101/101ab	C1orf52
miR-101/101ab	C1orf86
miR-101/101ab	C20orf112
miR-101/101ab	C20orf177
miR-101/101ab	C20orf194
miR-101/101ab	C20orf20
miR-101/101ab	C3orf58
miR-101/101ab	C5orf41
miR-101/101ab	C6orf106
miR-101/101ab	C6orf168
miR-101/101ab	C6orf204
miR-101/101ab	C6orf222
miR-101/101ab	C6orf62
miR-101/101ab	C6orf97
miR-101/101ab	C8orf4
miR-101/101ab	C8orf44-SGK3
miR-101/101ab	CACNB2
miR-101/101ab	CADM1
miR-101/101ab	CAMK2D
miR-101/101ab	CAMK2G
miR-101/101ab	CAMTA1
miR-101/101ab	CAV3
miR-101/101ab	CBFA2T2
miR-101/101ab	CBLL1
miR-101/101ab	CBX4
miR-101/101ab	CCDC165
miR-101/101ab	CCDC68
miR-101/101ab	CCDC85A
miR-101/101ab	CCNG2
miR-101/101ab	CCNJ
miR-101/101ab	CCNT2
miR-101/101ab	CD34
miR-101/101ab	CDC42EP3
miR-101/101ab	CDH11
miR-101/101ab	CDH5
miR-101/101ab	CDH6
miR-101/101ab	CDK18
miR-101/101ab	CDK5R1
miR-101/101ab	CDK8
miR-101/101ab	CDS1
miR-101/101ab	CDS2
miR-101/101ab	CDYL
miR-101/101ab	CEBPA
miR-101/101ab	CEP350
miR-101/101ab	CERS2
miR-101/101ab	CERS6
miR-101/101ab	CGGBP1
miR-101/101ab	CHST11
miR-101/101ab	CHST12
miR-101/101ab	CLDN11
miR-101/101ab	CLK4
miR-101/101ab	CMIP
miR-101/101ab	CNOT6L
miR-101/101ab	CNTN3
miR-101/101ab	COL10A1
miR-101/101ab	COL12A1
miR-101/101ab	COL19A1
miR-101/101ab	COL21A1
miR-101/101ab	COL4A5
miR-101/101ab	COTL1
miR-101/101ab	CPEB1
miR-101/101ab	CPEB2
miR-101/101ab	CPEB3
miR-101/101ab	CREB1
miR-101/101ab	CREBZF
miR-101/101ab	CRISPLD1
miR-101/101ab	CSPP1
miR-101/101ab	CSRNP2
miR-101/101ab	CSRP2
miR-101/101ab	CTBP2
miR-101/101ab	CTBS
miR-101/101ab	CTCF
miR-101/101ab	CTNND2
miR-101/101ab	CTTNBP2
miR-101/101ab	CUL3
miR-101/101ab	CUL4B
miR-101/101ab	CUL5
miR-101/101ab	CUX1
miR-101/101ab	CUX2
miR-101/101ab	CXADR
miR-101/101ab	CXCL12
miR-101/101ab	CXorf1
miR-101/101ab	CXorf23
miR-101/101ab	DACT1
miR-101/101ab	DACT3
miR-101/101ab	DAG1
miR-101/101ab	DCAF12
miR-101/101ab	DCAF7
miR-101/101ab	DCBLD2
miR-101/101ab	DCUN1D3
miR-101/101ab	DDAH1
miR-101/101ab	DDHD1
miR-101/101ab	DDIT4
miR-101/101ab	DDX3X
miR-101/101ab	DDX3Y
miR-101/101ab	DENND1B
miR-101/101ab	DENND5B
miR-101/101ab	DGCR2
miR-101/101ab	DIDO1
miR-101/101ab	DIP2B
miR-101/101ab	DIP2C
miR-101/101ab	DLC1
miR-101/101ab	DLG3
miR-101/101ab	DLG5
miR-101/101ab	DLGAP3
miR-101/101ab	DMD
miR-101/101ab	DMXL2
miR-101/101ab	DNAJC16
miR-101/101ab	DNAJC6
miR-101/101ab	DNMT3A
miR-101/101ab	DOCK3
miR-101/101ab	DOT1L
miR-101/101ab	DPY19L1
miR-101/101ab	DR1
miR-101/101ab	DRP2
miR-101/101ab	DSTYK
miR-101/101ab	DUSP1
miR-101/101ab	DUSP16
miR-101/101ab	DUSP5
miR-101/101ab	DYRK1A
miR-101/101ab	DYRK2
miR-101/101ab	EBF1
miR-101/101ab	ECE1
miR-101/101ab	EDC3
miR-101/101ab	EDEM3
miR-101/101ab	EED
miR-101/101ab	EFNA5
miR-101/101ab	EFNB2
miR-101/101ab	EFNB3
miR-101/101ab	EGR3
miR-101/101ab	EHMT1
miR-101/101ab	EIF4G2
miR-101/101ab	EIF5
miR-101/101ab	EIF5A2
miR-101/101ab	ELF5
miR-101/101ab	ELFN2
miR-101/101ab	ELL
miR-101/101ab	ELL2
miR-101/101ab	ELN
miR-101/101ab	EMP1
miR-101/101ab	EMP2
miR-101/101ab	ENAH
miR-101/101ab	ENY2
miR-101/101ab	EPB41L1
miR-101/101ab	EPHA5
miR-101/101ab	EPN2
miR-101/101ab	EPT1
miR-101/101ab	ERBB2IP
miR-101/101ab	ERBB4
miR-101/101ab	ERLIN2
miR-101/101ab	ERP44
miR-101/101ab	ESCO1
miR-101/101ab	ETNK1
miR-101/101ab	ETS1
miR-101/101ab	ETV1
miR-101/101ab	ETV5
miR-101/101ab	EXOC5
miR-101/101ab	EYA1
miR-101/101ab	EZH2
miR-101/101ab	FA2H
miR-101/101ab	FAM108B1
miR-101/101ab	FAM108C1
miR-101/101ab	FAM126B
miR-101/101ab	FAM164A
miR-101/101ab	FAM179B
miR-101/101ab	FAM18B1
miR-101/101ab	FAM18B2
miR-101/101ab	FAM190B
miR-101/101ab	FAM38A
miR-101/101ab	FAM46A
miR-101/101ab	FAM60A
miR-101/101ab	FAM73A
miR-101/101ab	FAM76B
miR-101/101ab	FAM78A
miR-101/101ab	FAM84A
miR-101/101ab	FAM84B
miR-101/101ab	FAT3
miR-101/101ab	FAT4
miR-101/101ab	FBN1
miR-101/101ab	FBN2
miR-101/101ab	FBXW11
miR-101/101ab	FBXW7
miR-101/101ab	FEM1C
miR-101/101ab	FGA
miR-101/101ab	FGF2
miR-101/101ab	FGFR3
miR-101/101ab	FKBP7
miR-101/101ab	FLI1
miR-101/101ab	FLRT2
miR-101/101ab	FLRT3
miR-101/101ab	FMR1
miR-101/101ab	FN1
miR-101/101ab	FOS
miR-101/101ab	FOXF1
miR-101/101ab	FOXO1
miR-101/101ab	FOXP1
miR-101/101ab	FOXP2
miR-101/101ab	FOXP4
miR-101/101ab	FREM1
miR-101/101ab	FREM2
miR-101/101ab	FRS2
miR-101/101ab	FRYL
miR-101/101ab	FST
miR-101/101ab	FZD4
miR-101/101ab	FZD6
miR-101/101ab	G3BP2
miR-101/101ab	GAB1
miR-101/101ab	GABBR2
miR-101/101ab	GABRB2
miR-101/101ab	GALNT1
miR-101/101ab	GALNT7
miR-101/101ab	GAPVD1
miR-101/101ab	GCC2
miR-101/101ab	GCLC
miR-101/101ab	GDE1
miR-101/101ab	GDF10
miR-101/101ab	GET4
miR-101/101ab	GFRA1
miR-101/101ab	GHR
miR-101/101ab	GJA1
miR-101/101ab	GK5
miR-101/101ab	GLCCI1
miR-101/101ab	GLRA2
miR-101/101ab	GLRX5
miR-101/101ab	GLTSCR1
miR-101/101ab	GNAI3
miR-101/101ab	GNB1
miR-101/101ab	GNG12
miR-101/101ab	GOLGA2
miR-101/101ab	GPAM
miR-101/101ab	GPCPD1
miR-101/101ab	GPD1L
miR-101/101ab	GPR85
miR-101/101ab	GRAMD4
miR-101/101ab	GRM1
miR-101/101ab	GRSF1
miR-101/101ab	GSK3B
miR-101/101ab	GSR
miR-101/101ab	H2AFV
miR-101/101ab	HAPLN1
miR-101/101ab	HAS1
miR-101/101ab	HDAC4
miR-101/101ab	HDGFRP3
miR-101/101ab	HEG1
miR-101/101ab	HELZ
miR-101/101ab	HIPK2
miR-101/101ab	HNRNPA3
miR-101/101ab	HNRNPF
miR-101/101ab	HNRNPU
miR-101/101ab	HSPA13
miR-101/101ab	HSPA8
miR-101/101ab	HSPE1-MOBKL3
miR-101/101ab	HTRA3
miR-101/101ab	ICK
miR-101/101ab	ID4
miR-101/101ab	IFFO2
miR-101/101ab	IGF2BP1
miR-101/101ab	IGF2R
miR-101/101ab	IGFBP5
miR-101/101ab	IKZF2
miR-101/101ab	IKZF4
miR-101/101ab	IL13
miR-101/101ab	ING3
miR-101/101ab	INO80D
miR-101/101ab	IPO5
miR-101/101ab	IPO8
miR-101/101ab	IQSEC1
miR-101/101ab	IRF2BP2
miR-101/101ab	ITGA3
miR-101/101ab	ITGB8
miR-101/101ab	ITPRIPL2
miR-101/101ab	JAK2
miR-101/101ab	JAKMIP3
miR-101/101ab	JDP2
miR-101/101ab	JHDM1D
miR-101/101ab	JMY
miR-101/101ab	JUNB
miR-101/101ab	KAT6B
miR-101/101ab	KAT7
miR-101/101ab	KBTBD2
miR-101/101ab	KBTBD8
miR-101/101ab	KCMF1
miR-101/101ab	KCNA1
miR-101/101ab	KCNA5
miR-101/101ab	KCND2
miR-101/101ab	KCNH7
miR-101/101ab	KCNJ6
miR-101/101ab	KCNN3
miR-101/101ab	KCTD12
miR-101/101ab	KDM3B
miR-101/101ab	KDM5A
miR-101/101ab	KDM6A
miR-101/101ab	KDM6B
miR-101/101ab	KHDRBS3
miR-101/101ab	KIAA0182
miR-101/101ab	KIAA0556
miR-101/101ab	KIAA1217
miR-101/101ab	KIAA1244
miR-101/101ab	KIAA1274
miR-101/101ab	KIAA1409
miR-101/101ab	KIAA1432
miR-101/101ab	KIAA1486
miR-101/101ab	KIAA1671
miR-101/101ab	KIAA2018
miR-101/101ab	KIAA2022
miR-101/101ab	KIF11
miR-101/101ab	KIF1B
miR-101/101ab	KIF5B
miR-101/101ab	KITLG
miR-101/101ab	KL
miR-101/101ab	KLF12
miR-101/101ab	KLF3
miR-101/101ab	KLF6
miR-101/101ab	KLF8
miR-101/101ab	KLLN
miR-101/101ab	KPNA1
miR-101/101ab	KPNA3
miR-101/101ab	KPNA4
miR-101/101ab	LARP1
miR-101/101ab	LARP4B
miR-101/101ab	LCOR
miR-101/101ab	LCORL
miR-101/101ab	LHFP
miR-101/101ab	LIFR
miR-101/101ab	LMO3
miR-101/101ab	LMTK2
miR-101/101ab	LOC100507421
miR-101/101ab	LOC401097
miR-101/101ab	LPHN2
miR-101/101ab	LPPR5
miR-101/101ab	LRCH1
miR-101/101ab	LRCH2
miR-101/101ab	LRP12
miR-101/101ab	LRP2
miR-101/101ab	LRRC4
miR-101/101ab	LRRFIP2
